Source;Target;Type;weight
HOSEO UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
HONG KONG POLYTECHNIC UNIVERSITY;J PEACE RES;directed;1
HONG KONG BAPTIST UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
HIROSHIMA UNIVERSITY;J PEACE RES;directed;1
HIGH POINT UNIV;J PEACE RES;directed;3
HERTIE SCH;COMMON MKT LAW REV;directed;2
HERTIE SCH;J PEACE RES;directed;1
HERTIE SCH;CONTEMP SECUR POL;directed;1
HERTIE SCH;COMMON MKT LAW REV;directed;1
HELMUT SCHMIDT UNIVERSITY;REV BRAS POLIT INT;directed;1
HEINRICH HEINE UNIVERSITY DUSSELDORF;COMMON MKT LAW REV;directed;1
HEBREW UNIVERSITY OF JERUSALEM;CONTEMP SECUR POL;directed;1
HEBREW UNIVERSITY OF JERUSALEM;REV INT ORGAN;directed;1
HEBREW UNIVERSITY OF JERUSALEM;COMMON MKT LAW REV;directed;1
HEBREW UNIVERSITY OF JERUSALEM;J INT RELAT DEV ;directed;4
HEBREW UNIVERSITY OF JERUSALEM;ASIAN PERSPECT-SEOUL;directed;1
HEBREW UNIVERSITY OF JERUSALEM;ASIAN J WTO INT HEAL;directed;1
HAZARA UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
HAZARA UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
HASSELT UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
HARVARD UNIVERSITY;CONTEMP SECUR POL;directed;2
HARVARD UNIVERSITY;REV INT ORGAN;directed;2
HARVARD UNIVERSITY;J PEACE RES;directed;7
HARVARD UNIVERSITY;CHIN J INT POLIT;directed;1
HARVARD UNIVERSITY;INT J-TORONTO;directed;1
HARVARD UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;24
HARVARD UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
HARVARD UNIVERSITY;ULUSLAR ILISKILER;directed;1
HANYANG UNIVERSITY;CONTEMP SECUR POL;directed;1
HANOVER COLL;ASIAN PERSPECT-SEOUL;directed;1
HANKUK UNIVERSITY FOREIGN STUDIES;REV INT ORGAN;directed;1
HANKUK UNIVERSITY FOREIGN STUDIES;AUST J INT AFF;directed;1
HANKUK UNIVERSITY FOREIGN STUDIES;ASIAN PERSPECT-SEOUL;directed;2
HANKUK UNIV FOREIGN STUDIES KOREA;ASIAN PERSPECT-SEOUL;directed;1
HAMILTON COLLEGE;J PEACE RES;directed;2
HACETTEPE UNIVERSITY;ULUSLAR ILISKILER;directed;2
GUANGXI UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
GRIFFITH UNIVERSITY;CHIN J INT POLIT;directed;2
GRIFFITH UNIVERSITY;J CURR SE ASIAN AFF;directed;1
GRIFFITH UNIVERSITY;AUST J INT AFF;directed;7
GRIFFITH UNIVERSITY;CONTEMP SE ASIA;directed;1
GRAD INST;REV INT ORGAN;directed;1
GOVERNANCE SUPPORT FACIL INITIAT GOSFI;CONTEMP SE ASIA;directed;1
GOVERNANCE PRIMER;REV BRAS POLIT INT;directed;1
GOUCHER COLL;CONTEMP SE ASIA;directed;2
GOETHE UNIVERSITY FRANKFURT;J PEACE RES;directed;1
GOETHE UNIVERSITY FRANKFURT;COMMON MKT LAW REV;directed;1
GOETHE UNIVERSITY FRANKFURT;J INT RELAT DEV ;directed;3
GLOBAL AFFAIRS CANADA;INT J-TORONTO;directed;4
GHENT UNIVERSITY;CONTEMP SECUR POL;directed;1
GHENT UNIVERSITY;J PEACE RES;directed;1
GHENT UNIVERSITY;COMMON MKT LAW REV;directed;3
GHENT UNIVERSITY;J INT RELAT DEV ;directed;1
GETULIO VARGAS FOUNDATION;REV BRAS POLIT INT;directed;1
GETTYSBURG COLLEGE;J PEACE RES;directed;1
GERMAN UNIV ADM SCI;REV INT ORGAN;directed;1
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;REV INT ORGAN;directed;1
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;J PEACE RES;directed;4
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;CHIN J INT POLIT;directed;1
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;J CURR SE ASIAN AFF;directed;4
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;AUST J INT AFF;directed;1
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES;REV BRAS POLIT INT;directed;1
GERMAN INST INT & SECUR AFFAIRS STIFTUNG WISSENSC;AUST J INT AFF;directed;1
GERMAN INST INT & SECUR AFFAIRS STIFTUNG WISSENSC;ULUSLAR ILISKILER;directed;1
GERMAN INST DEV EVALUAT DEVAL;J PEACE RES;directed;1
GERMAN FED MINIST LABOR & SOCIAL AFFAIRS;REV INT ORGAN;directed;1
GEORGETOWN UNIVERSITY;CONTEMP SECUR POL;directed;1
GEORGETOWN UNIVERSITY;REV INT ORGAN;directed;4
GEORGETOWN UNIVERSITY;J PEACE RES;directed;1
GEORGETOWN UNIVERSITY;CHIN J INT POLIT;directed;2
GEORGETOWN UNIVERSITY;AUST J INT AFF;directed;2
GEORGETOWN UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
GEORGETOWN UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
GEORGETOWN INST WOMEN PEACE & SECUR;J PEACE RES;directed;1
GEORGE WASHINGTON UNIVERSITY;CONTEMP SECUR POL;directed;1
GEORGE WASHINGTON UNIVERSITY;J PEACE RES;directed;1
GEORGE WASHINGTON UNIVERSITY;CHIN J INT POLIT;directed;1
GEORGE WASHINGTON UNIVERSITY;INT J-TORONTO;directed;1
GEORGE MASON UNIVERSITY;J PEACE RES;directed;1
GEORGE MASON UNIV KOREA;ASIAN PERSPECT-SEOUL;directed;1
GEORG ECKERT INSTITUT;J INT RELAT DEV ;directed;1
GEN COURT EUROPEAN UNION;COMMON MKT LAW REV;directed;1
GEMBLOUX AGROBIO TECH;J CURR SE ASIAN AFF;directed;1
GANSU UNIVERSITY OF POLITICAL SCIENCE & LAW;ASIAN PERSPECT-SEOUL;directed;1
GALATASARAY UNIVERSITY;ULUSLAR ILISKILER;directed;1
GAKUSHUIN UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
GADJAH MADA UNIVERSITY;J CURR SE ASIAN AFF;directed;3
FULBRIGHT UNIV VIETNAM;J INT RELAT DEV ;directed;1
FUDAN UNIVERSITY;CHIN J INT POLIT;directed;6
FUDAN UNIVERSITY;AUST J INT AFF;directed;1
FUDAN UNIVERSITY;CONTEMP SE ASIA;directed;1
FUDAN UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
FUDAN UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
FRIEDRICH SCHILLER UNIVERSITY OF JENA;J INT RELAT DEV ;directed;1
FRIDTJOF NANSEN INST;ASIAN PERSPECT-SEOUL;directed;1
FRIDTJOF NANSEN INST;ASIAN PERSPECT-SEOUL;directed;1
FREE UNIVERSITY OF BERLIN;REV INT ORGAN;directed;1
FREE UNIVERSITY OF BERLIN;AUST J INT AFF;directed;1
FREE UNIVERSITY OF BERLIN;J INT RELAT DEV ;directed;3
FREE UNIVERSITY OF BERLIN;ASIAN PERSPECT-SEOUL;directed;1
FREE UNIV BRUSSELS VUB;ASIAN PERSPECT-SEOUL;directed;1
FOREIGN POLICY RES INST;ASIAN PERSPECT-SEOUL;directed;1
FOREIGN POLICY COMMUNITY INDONESIA FPCI;J CURR SE ASIAN AFF;directed;1
FORDHAM UNIVERSITY;REV INT ORGAN;directed;1
FORDHAM UNIVERSITY;J PEACE RES;directed;2
FOLKE BERNADOTTE ACAD;J INT RELAT DEV ;directed;1
FOI - SWEDISH DEFENCE RESEARCH AGENCY;CHIN J INT POLIT;directed;1
FLINDERS UNIVERSITY SOUTH AUSTRALIA;AUST J INT AFF;directed;4
FLINDERS UNIVERSITY SOUTH AUSTRALIA;J INT RELAT DEV ;directed;1
FIRAT UNIVERSITY;ULUSLAR ILISKILER;directed;1
FECAP INT RELAT;REV BRAS POLIT INT;directed;1
FAIRLEIGH DICKINSON UNIV;J INT RELAT DEV ;directed;1
FAC POLIT SCI & PUBL ADM;CONTEMP SE ASIA;directed;1
FAC AMAZONIA OCIDENT BIOL;REV BRAS POLIT INT;directed;1
EWHA WOMANS UNIVERSITY;CONTEMP SECUR POL;directed;1
EWHA WOMANS UNIVERSITY;INT J-TORONTO;directed;1
EWHA WOMANS UNIVERSITY;J INT RELAT DEV ;directed;1
EWHA WOMANS UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
EUROPEAN UNIVERSITY VIADRINA FRANKFURT ODER;J INT RELAT DEV ;directed;1
EUROPEAN UNIVERSITY INSTITUTE;CONTEMP SECUR POL;directed;1
EUROPEAN UNIVERSITY INSTITUTE;REV INT ORGAN;directed;9
EUROPEAN UNIVERSITY INSTITUTE;CHIN J INT POLIT;directed;1
EUROPEAN UNIVERSITY INSTITUTE;COMMON MKT LAW REV;directed;7
EUROPEAN UNIVERSITY INSTITUTE;J INT RELAT DEV ;directed;1
EUROPEAN UNIV ST GALLEN;REV INT ORGAN;directed;1
EUROPEAN UNIV INST EUI;CONTEMP SE ASIA;directed;1
EUROPEAN UNION;COMMON MKT LAW REV;directed;1
EUROPEAN PUBL LAW ORG;COMMON MKT LAW REV;directed;1
EUROPEAN POLICY INST;J INT RELAT DEV ;directed;1
EUROPEAN PARLIAMENT COMM INTERNAL MARKET & CONSUM;COMMON MKT LAW REV;directed;1
EUROPEAN COMMISSION;COMMON MKT LAW REV;directed;1
EUROPEAN COMMISSION;COMMON MKT LAW REV;directed;2
EUROPEAN CHEMICALS AGENCY;COMMON MKT LAW REV;directed;1
ETH ZURICH;CONTEMP SECUR POL;directed;3
ETH ZURICH;REV INT ORGAN;directed;7
ETH ZURICH;J PEACE RES;directed;9
ETH ZURICH;ASIAN PERSPECT-SEOUL;directed;1
ESKISEHIR OSMANGAZI UNIVERSITY;ULUSLAR ILISKILER;directed;1
ESCOLA DE POS-GRADUACAO EM ECONOMIA (EPGE);REV BRAS POLIT INT;directed;1
ERNST MORITZ ARNDT UNIVERSITAT GREIFSWALD;J INT RELAT DEV ;directed;1
ERASMUS UNIVERSITY ROTTERDAM;CONTEMP SECUR POL;directed;2
ERASMUS UNIVERSITY ROTTERDAM;J PEACE RES;directed;2
ERASMUS UNIVERSITY ROTTERDAM;COMMON MKT LAW REV;directed;2
ERASMUS UNIVERSITY ROTTERDAM;ASIAN PERSPECT-SEOUL;directed;1
EOTVOS LORAND UNIVERSITY;COMMON MKT LAW REV;directed;2
EOTVOS LORAND UNIVERSITY;J INT RELAT DEV ;directed;1
EMORY UNIVERSITY;J PEACE RES;directed;1
ELON UNIVERSITY;J INT RELAT DEV ;directed;1
EGE UNIVERSITY;ULUSLAR ILISKILER;directed;1
EDUCATION UNIVERSITY OF HONG KONG (EDUHK);REV INT ORGAN;directed;1
EDINBURGH LAW SCHOOL;COMMON MKT LAW REV;directed;1
EDGE HILL UNIVERSITY;COMMON MKT LAW REV;directed;1
EAST WEST CTR;ASIAN PERSPECT-SEOUL;directed;1
EAST CHINA UNIVERSITY POLITICAL SCIENCE & LAW;ASIAN PERSPECT-SEOUL;directed;1
EAST CHINA NORMAL UNIVERSITY;CHIN J INT POLIT;directed;1
EAST CHINA NORMAL UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
DURHAM UNIVERSITY;J PEACE RES;directed;1
DURHAM UNIVERSITY;CHIN J INT POLIT;directed;1
DURHAM UNIVERSITY;COMMON MKT LAW REV;directed;1
DUKE UNIVERSITY;REV INT ORGAN;directed;2
DUKE UNIVERSITY;J PEACE RES;directed;1
DUKE UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
DUKE SANFORD SCH PUBL POLICY;REV INT ORGAN;directed;1
DUBLIN CITY UNIVERSITY;COMMON MKT LAW REV;directed;1
DUBLIN CITY UNIVERSITY;CONTEMP SE ASIA;directed;1
DRAKE UNIV;CHIN J INT POLIT;directed;1
DOKUZ EYLUL UNIVERSITY;ULUSLAR ILISKILER;directed;2
DISISLERI BAKANLIGI;ULUSLAR ILISKILER;directed;1
DIPONEGORO UNIVERSITY;CONTEMP SECUR POL;directed;1
DIIS;INT J-TORONTO;directed;1
DIIS;J INT RELAT DEV ;directed;1
DEUTSCHES INSTITUT ENTWICKLUNGSPOLITIK (DIE);J PEACE RES;directed;1
DEUTSCHES INSTITUT ENTWICKLUNGSPOLITIK (DIE);REV BRAS POLIT INT;directed;1
DEUTSCH WELLE DW;J CURR SE ASIAN AFF;directed;1
DEUTSCH BANK BLDG,15TH FLOOR JL IMAM BONJOL 80;CONTEMP SE ASIA;directed;1
DEPT POLIT & INT RELAT;AUST J INT AFF;directed;1
DEAKIN UNIVERSITY;AUST J INT AFF;directed;9
DEAKIN UNIVERSITY;J INT RELAT DEV ;directed;1
DE LA SALLE UNIVERSITY;J CURR SE ASIAN AFF;directed;3
DE LA SALLE UNIVERSITY;CONTEMP SE ASIA;directed;1
DE BRAUW BLACKSTONE WESTBROEK;COMMON MKT LAW REV;directed;1
DCU GLASNEVIN CAMPUS;CONTEMP SE ASIA;directed;1
DARTMOUTH COLLEGE;REV INT ORGAN;directed;1
DARMSTADT BUSINESS SCH;J INT RELAT DEV ;directed;1
DANISH INST INT STUDIES DIIS;J INT RELAT DEV ;directed;1
DALHOUSIE UNIVERSITY;INT J-TORONTO;directed;6
DAITO BUNKA DAIGAKU KOKUSAI KANKEI GAKUBU;AUST J INT AFF;directed;1
CZECH NATL BANK;COMMON MKT LAW REV;directed;1
CZECH ACADEMY OF SCIENCES;J PEACE RES;directed;1
CULT UCHILE CTR;ASIAN J WTO INT HEAL;directed;1
CUKUROVA UNIVERSITY;ULUSLAR ILISKILER;directed;1
CTR TURKISH STUDIES & INTEGRAT RES;ULUSLAR ILISKILER;directed;1
CTR STUDI LUCA AGLIANO;REV INT ORGAN;directed;1
CTR NEW AMER SECUR;ASIAN PERSPECT-SEOUL;directed;1
CTR INT GOVERNANCE INNOVAT;INT J-TORONTO;directed;2
CTR HUMANITARIAN DIALOGUE SINGAPORE;CONTEMP SE ASIA;directed;1
CTR EUROMEDITERRANEO CAM BIAMENTI CLIMAT;REV INT ORGAN;directed;1
CTR EAST & SOUTH EAST ASIAN STUDIES;CONTEMP SE ASIA;directed;2
CTR BRASILEIRO ANAL & PLANEJAMENTO;REV BRAS POLIT INT;directed;1
CSEF;REV INT ORGAN;directed;1
CSCAP EU;ASIAN PERSPECT-SEOUL;directed;2
COVENTRY UNIVERSITY;J PEACE RES;directed;2
COVENTRY UNIVERSITY;J INT RELAT DEV ;directed;2
COVENTRY UNIVERSITY;ULUSLAR ILISKILER;directed;1
COUNCIL FOREIGN RELAT;AUST J INT AFF;directed;1
COUNCIL EUROPEAN UNION;COMMON MKT LAW REV;directed;1
CORVINUS UNIVERSITY BUDAPEST;J INT RELAT DEV ;directed;1
CORNELL UNIVERSITY;J PEACE RES;directed;1
COPENHAGEN BUSINESS SCHOOL;J INT RELAT DEV ;directed;1
CONSTITUT COURT;ASIAN J WTO INT HEAL;directed;2
CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET);REV BRAS POLIT INT;directed;1
CONGRESS RES SERV;CONTEMP SECUR POL;directed;1
CONCORDIA UNIVERSITY - CANADA;REV INT ORGAN;directed;2
COMPLUTENSE UNIVERSITY OF MADRID;REV BRAS POLIT INT;directed;2
COLUMBIA UNIVERSITY;REV INT ORGAN;directed;3
COLUMBIA UNIVERSITY;J PEACE RES;directed;4
COLORADO STATE UNIVERSITY;CHIN J INT POLIT;directed;1
COLORADO STATE UNIVERSITY;AUST J INT AFF;directed;1
COLORADO COLLEGE;ASIAN PERSPECT-SEOUL;directed;1
COLLINS AEROSP;INT J-TORONTO;directed;1
COLL HUMANITIES ARTS & SOCIAL SCI;CONTEMP SE ASIA;directed;1
COLL EUROPE;COMMON MKT LAW REV;directed;3
COLGATE UNIVERSITY;INT J-TORONTO;directed;2
COASTAL CAROLINA UNIVERSITY;CHIN J INT POLIT;directed;1
CLAREMONT COLLEGES;REV INT ORGAN;directed;1
CITY UNIVERSITY OF HONG KONG;J CURR SE ASIAN AFF;directed;2
CITY UNIVERSITY OF HONG KONG;CONTEMP SE ASIA;directed;1
CITY UNIVERSITY OF HONG KONG;ASIAN PERSPECT-SEOUL;directed;1
CITY UNIVERSITY OF HONG KONG;ASIAN J WTO INT HEAL;directed;2
CITY UNIVERSITY LONDON;J INT RELAT DEV ;directed;1
CIDOB BARCELONA CTR INT AFFAIRS;CONTEMP SECUR POL;directed;1
CHUNGYUAN CHRISTIAN UNIV;ASIAN J WTO INT HEAL;directed;1
CHULALONGKORN UNIVERSITY;CONTEMP SE ASIA;directed;2
CHR MICHELSEN INST;J PEACE RES;directed;1
CHINESE UNIVERSITY OF HONG KONG;COMMON MKT LAW REV;directed;1
CHINESE UNIVERSITY OF HONG KONG;ASIAN J WTO INT HEAL;directed;1
CHINESE ACADEMY OF SOCIAL SCIENCES;CHIN J INT POLIT;directed;2
CHINA UNIVERSITY OF POLITICAL SCIENCE & LAW;ASIAN J WTO INT HEAL;directed;2
CHINA FOREIGN AFFAIRS UNIVERSITY;CHIN J INT POLIT;directed;2
CHINA FOREIGN AFFAIRS UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;3
CHICAGO COUNCIL GLOBAL AFFAIRS;ASIAN PERSPECT-SEOUL;directed;1
CHIANG MAI UNIVERSITY;J CURR SE ASIAN AFF;directed;1
CHIANG MAI UNIVERSITY;J INT RELAT DEV ;directed;1
CHIANG MAI UNIVERSITY;CONTEMP SE ASIA;directed;2
CHARLES UNIVERSITY PRAGUE;CONTEMP SECUR POL;directed;2
CHARLES UNIVERSITY PRAGUE;REV INT ORGAN;directed;1
CHARLES UNIVERSITY PRAGUE;J PEACE RES;directed;1
CHARLES UNIVERSITY PRAGUE;COMMON MKT LAW REV;directed;1
CHARLES UNIVERSITY PRAGUE;J INT RELAT DEV ;directed;3
CHARLES DARWIN UNIVERSITY;J CURR SE ASIAN AFF;directed;2
CEPR;REV INT ORGAN;directed;2
CENTRO EURO-MEDITERRANEO SUI CAMBIAMENTI CLIMATICI (CMCC);J PEACE RES;directed;1
CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS A.C. (CIDE);J PEACE RES;directed;2
CENTRE OF NATURAL HAZARDS & DISASTER SCIENCE (CNDS);J PEACE RES;directed;1
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS);CONTEMP SECUR POL;directed;1
CENTRE FOR STRATEGIC & INTERNATIONAL STUDIES;CONTEMP SECUR POL;directed;1
CENTRE FOR STRATEGIC & INTERNATIONAL STUDIES;CONTEMP SE ASIA;directed;1
CENTRE FOR ECONOMIC POLICY RESEARCH - UK;REV INT ORGAN;directed;1
CENTRAL UNIVERSITY OF FINANCE & ECONOMICS;CHIN J INT POLIT;directed;1
CENTRAL UNIVERSITY OF FINANCE & ECONOMICS;ASIAN PERSPECT-SEOUL;directed;1
CENTRAL UNIVERSITY OF FINANCE & ECONOMICS;ASIAN J WTO INT HEAL;directed;1
CENTRAL EUROPEAN UNIVERSITY;J PEACE RES;directed;1
CENTRAL EUROPEAN UNIVERSITY;COMMON MKT LAW REV;directed;1
CENTRAL EUROPEAN UNIVERSITY;J PEACE RES;directed;1
CENTRAL EUROPEAN UNIVERSITY;COMMON MKT LAW REV;directed;1
CENTRAL EUROPEAN UNIVERSITY;J INT RELAT DEV ;directed;1
CATHOLIC UNIVERSITY OF AMERICA;AUST J INT AFF;directed;1
CATHOLIC UNIV CROATIA;COMMON MKT LAW REV;directed;1
CARNEGIE MELLON UNIVERSITY;J PEACE RES;directed;1
CARLETON UNIVERSITY;CONTEMP SECUR POL;directed;1
CARLETON UNIVERSITY;REV INT ORGAN;directed;1
CARLETON UNIVERSITY;J PEACE RES;directed;1
CARLETON UNIVERSITY;INT J-TORONTO;directed;18
CARLETON UNIVERSITY;J INT RELAT DEV ;directed;1
CARLETON UNIVERSITY;ULUSLAR ILISKILER;directed;1
CARDIFF UNIVERSITY;COMMON MKT LAW REV;directed;1
CARDIFF UNIVERSITY;J INT RELAT DEV ;directed;3
CAPE BRETON UNIVERSITY;INT J-TORONTO;directed;1
CANKIRI KARATEKIN UNIVERSITY;ULUSLAR ILISKILER;directed;1
CANKAYA UNIVERSITY;ULUSLAR ILISKILER;directed;1
CANAKKALE ONSEKIZ MART UNIVERSITY;ULUSLAR ILISKILER;directed;1
CANADIAN INT COUNCIL;INT J-TORONTO;directed;1
CANADIAN GLOBAL AFFAIRS INST;INT J-TORONTO;directed;2
CANADIAN FORCES COLL;INT J-TORONTO;directed;3
CAN THO UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
CAMBODIA DEV RESOURCE INST;CONTEMP SE ASIA;directed;1
CALIFORNIA STATE UNIVERSITY SYSTEM;J PEACE RES;directed;1
CAG UNIVERSITY - TURKEY;ULUSLAR ILISKILER;directed;1
BUNDESWEHR UNIVERSITY MUNICH;CONTEMP SECUR POL;directed;1
BUCKNELL UNIVERSITY;INT J-TORONTO;directed;1
BRUSSELS BAR;COMMON MKT LAW REV;directed;1
BROWN UNIVERSITY;J PEACE RES;directed;1
BRITISH INST INT & COMPARAT LAW;COMMON MKT LAW REV;directed;1
BRITISH ACAD POSTDOCTORAL FELLOW;COMMON MKT LAW REV;directed;1
BRITISH ACAD;CHIN J INT POLIT;directed;1
BRIGHAM YOUNG UNIVERSITY;REV INT ORGAN;directed;2
BRIGHAM YOUNG UNIVERSITY;J PEACE RES;directed;1
BRIGHAM YOUNG UNIVERSITY;CONTEMP SE ASIA;directed;1
BRICS POLICY CTR;REV BRAS POLIT INT;directed;1
BRICS POLICY CTR;REV BRAS POLIT INT;directed;1
BRAZILIAN ARMY COMMAND & GEN STAFF COLL;CHIN J INT POLIT;directed;1
BRAUNSCHWEIG UNIVERSITY OF TECHNOLOGY;J INT RELAT DEV ;directed;1
BRADY CAMPAIGN PREVENT GUN VIOLENCE;J PEACE RES;directed;1
BOSTON UNIVERSITY;J INT RELAT DEV ;directed;2
BOSTON UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;24
BONN INT CTR CONVERS;ULUSLAR ILISKILER;directed;1
BOISE STATE UNIVERSITY;J INT RELAT DEV ;directed;1
BOCCONI UNIVERSITY;REV INT ORGAN;directed;4
BOCCONI UNIVERSITY;COMMON MKT LAW REV;directed;2
REVIEW INT POLIT ECON;ASIAN PERSPECT-SEOUL;directed;1
REVIEW GLOBAL GOVERNANCE;ASIAN PERSPECT-SEOUL;directed;1
BISHOPS UNIVERSITY;INT J-TORONTO;directed;2
BILL GRAHAM CTR CONTEMPORARY INT HIST;INT J-TORONTO;directed;1
BILECIK SEYH EDEBALI UNIVERSITY;ULUSLAR ILISKILER;directed;1
BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA;REV BRAS POLIT INT;directed;1
BEIJING NORMAL UNIVERSITY - HONG KONG BAPTIST UNIVERSITY UNITED INTERNATIONAL COLLEGE;ASIAN PERSPECT-SEOUL;directed;1
BEIJING LANGUAGE & CULTURE UNIVERSITY;CHIN J INT POLIT;directed;1
BEIJING INTERNATIONAL STUDIES UNIVERSITY;CHIN J INT POLIT;directed;1
BEIHANG UNIVERSITY;AUST J INT AFF;directed;1
BBD BUSINESS BIG DATA CO;J PEACE RES;directed;1
BBC NEWS INDONESIA;CONTEMP SE ASIA;directed;1
BAYLOR UNIVERSITY;J PEACE RES;directed;1
BATES COLL;J PEACE RES;directed;1
BAR ILAN UNIVERSITY;J PEACE RES;directed;2
BANK ITALY;COMMON MKT LAW REV;directed;1
AUTONOMOUS UNIVERSITY OF MADRID;REV BRAS POLIT INT;directed;1
AUTONOMOUS UNIVERSITY OF BARCELONA;J PEACE RES;directed;1
AUTONOMOUS UNIVERSITY OF BARCELONA;REV BRAS POLIT INT;directed;1
AUSTRALIAN STRATEG POLICY INST;AUST J INT AFF;directed;1
AUSTRALIAN NATIONAL UNIVERSITY;J PEACE RES;directed;3
AUSTRALIAN NATIONAL UNIVERSITY;CHIN J INT POLIT;directed;2
AUSTRALIAN NATIONAL UNIVERSITY;J CURR SE ASIAN AFF;directed;2
AUSTRALIAN NATIONAL UNIVERSITY;AUST J INT AFF;directed;19
AUSTRALIAN NATIONAL UNIVERSITY;REV BRAS POLIT INT;directed;1
AUSTRALIAN NATIONAL UNIVERSITY;CONTEMP SE ASIA;directed;12
AUSTRALIAN NATIONAL UNIVERSITY;ASIAN J WTO INT HEAL;directed;1
AUSTRALIAN INST OFF INT AFFAIRS;AUST J INT AFF;directed;1
AUSTRALIAN INST INT AFFAIRS;AUST J INT AFF;directed;1
AUSTRALIAN DEFENSE FORCE ACADEMY;AUST J INT AFF;directed;2
AUSTRALIAN DEFENSE FORCE ACADEMY;CONTEMP SE ASIA;directed;2
AUBURN UNIVERSITY SYSTEM;J INT RELAT DEV ;directed;1
ATHENS BAR;COMMON MKT LAW REV;directed;1
ATENEO DE NAGA UNIV;CONTEMP SE ASIA;directed;1
ASTON UNIVERSITY;J INT RELAT DEV ;directed;2
ASPI;CONTEMP SE ASIA;directed;1
ASIAN VIS INST AVI;ASIAN PERSPECT-SEOUL;directed;1
ASIAN ACAD INT LAW;ASIAN J WTO INT HEAL;directed;1
ASIA WTO RES NETWORK;ASIAN J WTO INT HEAL;directed;1
ASIA FDN;ASIAN PERSPECT-SEOUL;directed;1
ASEAN STUDIES CTR;CONTEMP SE ASIA;directed;1
ARNOLD BERGSTRAESSER INST;AUST J INT AFF;directed;1
ARIZONA STATE UNIVERSITY;REV INT ORGAN;directed;3
ARIZONA STATE UNIVERSITY;J PEACE RES;directed;1
ARIZONA STATE UNIVERSITY;J INT RELAT DEV ;directed;1
APCSS;ASIAN PERSPECT-SEOUL;directed;1
AOYAMA GAKUIN UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
ANTALYA TRAINING & RESEARCH HOSPITAL;ULUSLAR ILISKILER;directed;3
ANKARA UNIVERSITY;ULUSLAR ILISKILER;directed;6
ANKARA SOSYAL BILIMLER UNIVERSITESI;ULUSLAR ILISKILER;directed;2
ANKARA HACI BAYRAM VELI UNIVERSITY;ULUSLAR ILISKILER;directed;1
ANDRASSY GYULA GERMAN SPEAKING UNIV;J INT RELAT DEV ;directed;1
ANALYZING DEV ISSUES CTR;J CURR SE ASIAN AFF;directed;1
AMSTERDAM CTR EUROPEAN LAW & GOVERNANCE;COMMON MKT LAW REV;directed;1
AMERICAN UNIVERSITY;J PEACE RES;directed;1
AMERICAN UNIVERSITY;CHIN J INT POLIT;directed;1
AMERICAN UNIVERSITY;INT J-TORONTO;directed;1
AMERICAN UNIVERSITY;ASIAN PERSPECT-SEOUL;directed;1
AMER BAR ASSOC;AUST J INT AFF;directed;1
ALTINBAS UNIVERSITY;ULUSLAR ILISKILER;directed;3
AKDENIZ UNIVERSITY;ULUSLAR ILISKILER;directed;2
AIRLANGGA UNIVERSITY;J INT RELAT DEV ;directed;1
AHI EVRAN UNIVERSITY;ULUSLAR ILISKILER;directed;1
AGORA STRATEGY GRP;CHIN J INT POLIT;directed;1
AGENCIA NACL AVIACAO CIVIL ASSESSORIA INT;REV BRAS POLIT INT;directed;1
AGENCE FRANCAISE DEV;REV BRAS POLIT INT;directed;1
ADNAN MENDERES UNIVERSITY;ULUSLAR ILISKILER;directed;3
ADAM MICKIEWICZ UNIVERSITY;J INT RELAT DEV ;directed;1
ACTIVIS BLIZZARD;J PEACE RES;directed;1
ABERYSTWYTH UNIVERSITY;INT J-TORONTO;directed;1
ABERYSTWYTH UNIVERSITY;J INT RELAT DEV ;directed;4
